MATNR,SPRAS,MAKTX
RM18,1,RAW18，PD
RM19,2,"RAW19, PD, FIFO แบทช์, QM แบบลีน"
RM19,1,RAW19，PD，批次先进先出，精简 QM
RM120,2,"RAW120, PD, มีการจัดการคุณภาพ"
RM120,1,RAW120，PD，质量已管理
TG11,2,"สินค้าเพื่อขาย 11, PD, การซื้อขายปกติ"
FG29,2,"FIN29, MTS-PI, PD, วันที่หมดอายุของแบทช์"
FG29,1,FIN29，MTS-PI，PD，批次过期日期
RM129,2,"RAW129, PD"
RM129,1,"RAW129,PD"
SP001,2,แบริง
SP002,2,คัพลิ่ง
SP003,2,เพลา
SP004,2,ปะเก็น 1 มม.
SP005,2,ซีลทางกล
SP006,2,เฟืองตรง IS651
RM233-1,2,"RAW233-1, PD, การโอนสต็อค KANBAN"
RM233-1,1,RAW233-1，PD，KANBAN 库存转储
RM233-2,2,"RAW233-2, ND, KANBAN, สัญญาส่งมอบ"
RM233-2,1,RAW233-2，ND，KANBAN，计划协议
RM233-4,2,"RAW233-4, ND, KANBAN, สัญญาส่งมอบ"
RM233-4,1,RAW233-4，ND，KANBAN，计划协议
RM234,2,"RAW234, VB, การผลิตแบบทำซ้ำ"
RM234,1,RAW234，VB，重复制造
SG233,2,"SEMI233, PD, KANBAN, REM"
FG233,2,"FERT 233, PD, การผลิตแบบทำซ้ำ"
FG233,1,FERT 233，PD，重复制造
SG29,2,"SEM29,PD,QM"
FG129,1,"FIN129,MTS-DI,PD,QM"
FG129,2,"FIN129,MTS-DI,PD,QM"
CM-FL-V01,2,รถยกสินค้า
CM-FL-V01,1,叉车
SF-FL-COMB,2,แบบจำลองการสันดาปพื้นฐานของรถยกสินค้า
SF-FL-ELECTRIC,2,แบบจำลองระบบไฟฟ้าพื้นฐานของรถยกสินค้า
SF-FL-CWEIGHT,2,รถยกสินค้า - แผ่นเหล็กถ่วงน้ำหนัก
SF-FL-TIRE-CUSH,2,ยางคูชันสำหรับรถยกสินค้า
SF-FL-TIRE-PNEU,2,ยางแบบสูบลมสำหรับรถยกสินค้า
CM-FL-V00,2,รถยกสินค้า
CM-FL-V00,1,叉车
FG-FL-MV-V00,2,รถยกสินค้า - ชุดตัวเลือกวัสดุ
RMPI001,2,อินพุท 1 (น้ำ)
RMPI002,2,อินพุท 2 (สารที่อาจก่อให้เกิดอันตราย 2)
RMPI003,2,อินพุท 3 (สารที่อาจก่อให้เกิดอันตราย 3)
RMPI004,2,อินพุท 4 (สารที่อาจก่อให้เกิดอันตราย 4)
RMPI005,2,อินพุท 5 (สีน้ำเงิน)
SGPI001,2,เอาท์พุท 1
FG-FL-MV-V00,1,叉车 - 物料变式
EWMS4-50,2,"FIN50,รายการที่มีการเคลื่อนไหวเร็ว"
EWMS4-50,1,FIN50，快速移动
EWMS4-502,2,"RAW502,รายการที่มีการเคลื่อนไหวเร็ว"
EWMS4-502,1,RAW502，快速移动
EWMS4-503,2,"RAW503,รายการที่มีการเคลื่อนไหวเร็ว"
EWMS4-503,1,RAW503，快速移动
EWMS4-601,1,RAW601，快速移动
EWMS4-601,2,"RAW601,รายการที่มีการเคลื่อนไหวเร็ว"
F-10A,2,"FIN10A,MTS-DDMRP,PD"
F-10A,1,"FIN10A,MTS-DDMRP,PD"
F-10B,2,"FIN10B,MTS-DDMRP,PD"
F-10B,1,"FIN10B,MTS-DDMRP,PD"
S-201,2,"SEMI201,MTS,D1,ชุดประกอบย่อย"
S-202,2,"SEMI202,MTS,D1"
S-301,2,"SEMI301,MTS,PD,ชุดประกอบย่อย"
R-302,2,"RAW302,PD"
R-302,1,"RAW302,PD"
R-401,2,"RAW401,D1"
R-401,1,"RAW401,D1"
RM33,1,"RAW33,PD,转包"
RM33,2,"RAW33,PD,การรับเหมาช่วง"
RM34,1,"RAW34,PD,转包"
RM34,2,"RAW34,PD,การรับเหมาช่วง"
SG27,2,"SEMI27,PD,การรับเหมาช่วง"
CM-MLFL-KM-VXX,1,多级叉车
CM-MLFL-KM-VXX,2,รถยกหลายระดับ
SF-FL-FORKSEAT-VXX,2,ประเภทที่นั่งของรถยก (HALB)
FG-FL-MV-V01,1,叉车 - 物料变式 1
FG-FL-MV-V01,2,รถยกสินค้า - ชุดตัวเลือกวัสดุ 1
FG-FL-MV-V02,1,叉车 - 物料变式 2
FG-FL-MV-V02,2,รถยกสินค้า - ชุดตัวเลือกวัสดุ 2
S-203,2,"SEMI203,D1"
F-20A,1,"FIN20A,MTS-DDMRP,PD"
F-20A,2,"FIN20A,MTS-DDMRP,PD"
R-311,1,"RAW311,PD"
R-311,2,"RAW311,PD"
R-410,1,"RAW410,PD"
R-410,2,"RAW410,PD"
R-411,2,"RAW411,PD"
R-411,1,"RAW411,PD"
R-412,1,"RAW412,PD"
R-412,2,"RAW412,PD"
S-208,2,"SEMI208,MTS,PD,ชุดประกอบย่อย"
S-210,2,"SEMI210,MTS,PD,ชุดประกอบย่อย"
S-310,2,"SEM310,MTS,PD,ชุดประกอบย่อย"
S-315,2,"SEM315,MTS,PD,ชุดประกอบย่อย"
FGIPD001,1,座位
FGIPD001,2,ที่นั่ง
RMIPD001,1,ARM 硬件 1
RMIPD001,2,ฮาร์ดแวร์ ARM 1
RMIPD002,1,ARM 硬件 2
RMIPD002,2,ฮาร์ดแวร์ ARM 2
SWNIPD001,2,ซอฟต์แวร์ ARM 1
SG26,2,"SEMI26, PD, การรับเหมาช่วง"
SGPI001-V00,2,เอาท์พุท 1
SG-CFP,2,ปั๊มแบบแรงหนีศูนย์
SG-CFP-ADAPTER,2,อะแดปเตอร์
SG-CFP-B-BRNG,2,ลูกปืนกลม
SG-CFP-BRNG-BRKT,2,ตัวยึดแบริ่ง
SG-CFP-CON,2,คอนเนคเตอร์
SG-CFP-CON_BK,2,คอนเนคเตอร์ด้านหลัง
SG-CFP-COUPLER,2,ข้อต่อ
SG-CFP-F-SENSOR,2,เซนเซอร์วัดการไหล
SG-CFP-HARNESS,2,ชุดสายไฟ
SG-CFP-HOUSING,2,เรือนปั๊ม
SG-CFP-IMPELLER,2,ใบพัด
SG-CFP-INBRD_CVR,2,ฝาครอบเครื่องอินบอร์ด
SG-CFP-SEAL,2,ซีล
SG-CFP-SHAFT,2,เพลา
SG-CFP-V-SENSOR,2,เซนเซอร์ตรวจจับการสั่นสะเทือน
SWN-CFG-SW-S1,2,ซอฟต์แวร์ S1
FG1_CP,1,CP-FG1，带有滚动轴承的轴
FG1_CP,2,CP-FG1 เพลาที่มีแบริ่งลูกปืน
RM1_CP,1,CP-RM1，钢
RM1_CP,2,CP-RM1 เหล็กกล้า
RM2_CP,1,CP-RM2，滚动轴承
RM2_CP,2,CP-RM2 แบริ่งลูกปืน
RM3_CP,1,CP-RM3，固定环
RM3_CP,2,CP-RM3 แหวนยึด
RM4_CP,1,CP-RM4，包装材料
RM4_CP,2,CP-RM4 บรรจุภัณฑ์
SG1_CP,2,CP-SG1 เพลา
SDBOMERLAHD,2,SD BOM - ส่วนหัว ERLA
SDBOMERLAIT01,2,SD BOM - ERLA รายการ 01
SDBOMERLAIT02,2,SD BOM - ERLA รายการ 02
SDBOMLUMFHD,2,SD BOM - ส่วนหัว LUMF
SDBOMLUMFIT01,2,SD BOM - LUMF รายการ 01
SDBOMLUMFIT02,2,SD BOM - LUMF รายการ 02
FGME01,1,FIN01，MTS，ME 集成，A
FGME01,2,"FIN01, MTS, การรวม ME, A"
FGME02,1,FIN02，MTS，ME 集成，A
FGME02,2,"FIN02, MTS, การรวม ME, A"
RMME01,1,RAW01，MTS，ME 集成，A
RMME01,2,"RAW01, MTS, การรวม ME, A"
RMME02,1,RAW02，MTS，ME 集成，A
RMME02,2,"RAW02, MTS, การรวม ME, A"
RMME03,2,"RAW03, MTS, การรวม ME, A"
RMME03,1,RAW03，MTS，ME 集成，A
RMME04,1,RAW04，MTS，ME 集成，A
RMME04,2,"RAW04, MTS, การรวม ME, A"
RMME05,1,RAW05，MTS，ME 集成，A
RMME05,2,"RAW05, MTS, การรวม ME, A"
RMME06,1,RAW06，MTS，ME 集成，A
RMME06,2,"RAW06, MTS, การรวม ME, A"
RMME07,1,RAW07，MTS，ME 集成，A
RMME07,2,"RAW07, MTS, การรวม ME, A"
RMME08,1,RAW08，MTS，ME 集成，A
RMME08,2,"RAW08, MTS, การรวม ME, A"
SGME01,2,"SEMI01, MTS, การรวม ME, A"
SGME02,2,"SEMI02, MTS, การรวม ME, A"
FGME03,1,FIN03，MTS，ME 集成，B
FGME03,2,"FIN03, MTS, การรวม ME, B"
FGME04,1,FIN04，MTS，ME 集成，B
FGME04,2,"FIN04, MTS, การรวม ME, B"
RMME10,1,RAW10，MTS，ME 集成，B
RMME10,2,"RAW10, MTS, การรวม ME, B"
RMME11,1,RAW11，MTS，ME 集成，B
RMME11,2,"RAW11, MTS, การรวม ME, B"
RMME12,1,RAW12，MTS，ME 集成，B
RMME12,2,"RAW12, MTS, การรวม ME, B"
RMME13,1,RAW13，MTS，ME 集成，B
RMME13,2,"RAW13, MTS, การรวม ME, B"
RMME14,1,RAW14，MTS，ME 集成，B
RMME14,2,"RAW14, MTS, การรวม ME, B"
RMME15,1,RAW15，MTS，ME 集成，B
RMME15,2,"RAW15, MTS, การรวม ME, B"
RMME16,2,"RAW16, MTS, การรวม ME, B"
SGME03,2,"SEMI03, MTS, การรวม ME, B"
SGME04,2,"SEMI04, MTS, การรวม ME, B"
FG126_V1,1,"FIN126,MTS-DI,PD,序列号"
FG126_V1,2,"FIN126, MTS-DI, PD, เลขที่ปรจำผลิตภัณฑ์"
RM235,1,RAW235，VB
RM235,2,"RAW235,VB"
QM006,1,QM 生产批次
QM006,2,QM: แบทช์การผลิต
SG-CFP-CON_BX_CVR,2,ฝาครอบกล่องคอนเนคเตอร์
FG2_CP,1,CP-FG2，墨水瓶，15 ml
RM5_CP,2,"CP-RM5, น้ำมันเคลือบเงา"
RM5_CP,1,CP-RM5，清漆
RM6_CP,1,CP-RM6，颜料
RM6_CP,2,"CP-RM6, สีย้อม"
RM7_CP,1,CP-RM7，标签
RM7_CP,2,"CP-RM7, ฉลาก"
RM8_CP,1,CP-RM8，瓶子
RM8_CP,2,"CP-RM8, ขวด"
SG-WPM-ELEC-PLUG,2,ปลั๊กไฟ
SG-WPM-GEAR-HSNG,2,ชุดเฟืองเกียร์
SG-WPM-MOTOR-HSG,2,โครงมอเตอร์
SG-WPM-RING-GEAR,2,เฟืองวงแหวน
SG-WPR-MOTOR,2,มอเตอร์ปัดน้ำฝน
FG111,2,"FIN111, MTS-DI, PD"
FG111_A,2,"FIN111_A,MTS-DI,PD"
FG111_B,2,"FIN111_B, MTS-DI, PD"
FG111_C,2,"FIN111_C, MTS-DI, PD"
RM27_1,1,RAW27_1，PD，包装
RM27_1,2,"RAW27_1, PD, การบรรจุภัณฑ์"
RM1420,2,"RM1420, PD, ตัวทำละลาย"
RM1420,1,RM1420，PD，溶剂
RM1430,1,RM1430，PD，催化剂
RM1430,2,"RM1430, PD, ตัวเร่งปฏิกริยา"
SG7100,2,"SEMI7100, PD, ผลิตภัณฑ์พลอยได้"
SG9100,2,"SEMI9100, PD, ผลิตภัณฑ์ร่วม"
SG1010,2,"SEMI1010, PD, วัสดุในไซโลที่มีแบทช์"
FG29-1,1,FIN29-1，MTS-PI，含筒仓物料
FG29-1,2,"FIN29-1, MTS-PI ที่มีวัสดุ Silo"
FG6200,1,FIN6200，MTO-PI，PD，批次
FG6200,2,"FIN6200, MTO-PI, PD, แบทช์"
SG6100,2,"SEMI6100, PI, PD, แบทช์"
FG6500,1,FIN6500，PI，PD，油罐拖车物料
FG6500,2,"FIN6500, PI, PD, วัสดุของรถพ่วงถัง"
ZCART01,2,"สินค้าเพื่อขาย 11, PD, การซื้อขายปกติ"
ZTRAY01,2,"สินค้าเพื่อขาย 11, PD, การซื้อขายปกติ"
ZPRINTER01,2,"สินค้าเพื่อขาย 11, PD, การซื้อขายปกติ"
SG234,2,"SEMI234,PD,KANBAN, MTS"
RMJIT01,1,"RAW01,JIT,重复制造"
RMJIT01,2,"RAW01,JIT,การผลิตแบบทำซ้ำ"
RMJIT02,1,"RAW02,JIT,重复制造"
RMJIT02,2,"RAW02,JIT,การผลิตแบบทำซ้ำ"
SGJIT01,2,"SEMI01,JIT,การผลิตแบบทำซ้ำ"
SGJIT02,2,"SEMI02,JIT,การผลิตแบบทำซ้ำ"
SG2200,2,"SEMI2200,MTS-PI,PD,ผลิตภัณฑ์ร่วม&พลอยได้"
SG8100,2,"SEMI8100, PD, ผลิตภัณฑ์ร่วม, ราคาคงที่"
PIP01,1,管道物料 01
PIP01,2,วัสดุที่ส่งทางท่อ 01
AVC_RBT_APPL_UNIT,1,应用程序单元
AVC_RBT_APPL_UNIT,2,หน่วยแอพพลิเคชัน
AVC_RBT_BASE_FRAME,1,基本框架
AVC_RBT_BASE_FRAME,2,กรอบหลัก
AVC_RBT_BUNDLE,1,机器人包
AVC_RBT_BUNDLE,2,หุ่นยนต์ - กลุ่ม
AVC_RBT_CNTRL_BRD,1,控制板（可编程）
AVC_RBT_CNTRL_BRD,2,แผงควบคุม (ตั้งโปรแกรมได้)
AVC_RBT_CNTRL_CAB,1,控制柜
AVC_RBT_CNTRL_CAB,2,ตู้ควบคุม
AVC_RBT_CNTRL_UNIT,1,控制单元
AVC_RBT_CNTRL_UNIT,2,หน่วยควบคุม
AVC_RBT_ROBOT,1,机器人基本单元
AVC_RBT_ROBOT,2,หน่วยพื้นฐานของหุ่นยนต์
AVC_RBT_SEALING,1,封装单元
AVC_RBT_SEALING,2,หน่วยปิดผนึก
FG227,2,"FIN228,MTO,PD, แบทช์ FIFO"
FG227,1,"FIN228,MTO,PD,批次先进先出"
FG3_CP,1,CP-FG1，带有滚动轴承的轴
FG3_CP,2,CP-FG1 เพลาที่มีแบริ่งลูกปืน
SG3_CP,2,CP-SG1 เพลา
FG126,2,"FIN126, MTS-DI, PD, เลขที่ประจำผลิตภัณฑ์"
CM-FL-V00-3P,1,第三方叉车
CM-FL-V00-3P,2,รถยกสินค้าสำหรับบุคคลภายนอก
AVC_RBT_BRD_PAINT,1,控制板（绘制）
AVC_RBT_BRD_PAINT,2,แผงควบคุม (การระบาย)
AVC_RBT_BRD_SEAL,1,控制板（封装）
AVC_RBT_BRD_SEAL,2,แผงควบคุม (การปิดผนึก)
AVC_RBT_CONTROL,1,控制单元（可配置）
AVC_RBT_CONTROL,2,หน่วยควบคุม (กำหนดรูปแบบได้)
AVC_RBT_LINK_ARM,1,链接臂（可配置）
AVC_RBT_LINK_ARM,2,ส่วนเชื่อมต่อแขน (กำหนดรูปแบบได้)
AVC_RBT_ROBOT2,1,多级机器人
AVC_RBT_ROBOT2,2,หุ่นยนต์หลายระดับ
RMPC07,2,วัตถุดิบ PMA 07
RMPC08,2,วัตถุดิบ PMA 08
SGPCSVT01,2,กึ่งสำเร็จรูป SVT 01
FG126_B,1,"FIN126,MTS-DI,PD,序列号"
FG126_B,2,"FIN126, MTS-DI, PD, เลขที่ประจำผลิตภัณฑ์"
FG126_V9,1,"FIN126,MTS-DI,PD,序列号"
FG126_V9,2,"FIN126, MTS-DI, PD, เลขที่ประจำผลิตภัณฑ์"
CM-FL-V02,1,叉车
CM-FL-V02,2,รถยกสินค้า
AVC_RBT_L_ARM_45,1,驱动臂长度 45
AVC_RBT_L_ARM_45,2,แขนกลความยาว 45
AVC_RBT_D_ARM_50,1,驱动臂长度 50
AVC_RBT_D_ARM_50,2,แขนกลความยาว 50
FG130,1,"FIN130,MTS-DI,PD,PP"
FG130,2,"FIN130,MTS-DI,PD,PP"
SG30,2,"SEM30,PD,PP"
SGJIT02-SERIALIZED,2,"SERIALIZED MATERIAL, JIT"
FG202,1,成品 FG202
FG202,2,สินค้าสำเร็จรูป FG202
RM203,1,原材料 RM203
RM203,2,วัตถุดิบ RM203
RM204,1,原材料 RM204
RM204,2,วัตถุดิบ RM204
SG25,4,"SEMI25,PD,aprovizionare externă"
FG126,4,"FIN126,MTS-DI,PD,nr.serie"
SP003,4,Arbore
SP005,4,Sigiliu mecanic
SG233,4,"SEMI233,PD,KANBAN, REM"
SG29,4,"SEM29,PD,QM"
SGPI001,4,IEŞIRE 1
F-10A,4,"FIN10A,MTS-DDMRP,PD"
F-10B,4,"FIN10B,MTS-DDMRP,PD"
S-202,4,"SEMI202,MTS,D1"
S-301,4,"SEMI301,MTS,PD,subansamblu"
SG27,4,"SEMI27,PD,subcontractare"
SF-FL-FORKSEAT-VXX,4,Tip scaun stivuitor (HALB)
S-203,4,"SEMI203,D1"
F-20A,4,"FIN20A,MTS-DDMRP,PD"
SWNIPD001,4,Software GAR 1
SG26,4,"SEMI26,PD,subcontractare"
SGPI001-V00,4,IEŞIRE 1
SG-CFP-BRNG-BRKT,4,Suport rulment
SG-CFP-CON,4,Conector
SG-CFP-F-SENSOR,4,Senzor de flux
SG-CFP-IMPELLER,4,Impulsor
SG-CFP-SHAFT,4,Arbore
SG-CFP-V-SENSOR,4,Senzor de vibraţii
SWN-CFG-SW-S1,4,Software S1
FG111,4,"FIN111, MTS-DI, PD"
FG111_A,4,"FIN111_A,MTS-DI,PD"
FG111_B,4,"FIN111_B, MTS-DI, PD"
FG111_C,4,"FIN111_C, MTS-DI, PD"
SG7100,4,"SEMI7100, PD, produs secundar"
SG9100,4,"SEMI9100, PD, coprodus"
FG6200,4,"FIN6200, MTO-PI, PD, lot"
SG6100,4,"SEMI6100, PI, PD, lot"
SG124,4,"SEMI124,PD,subansamblu"
SG21,4,"SEMI21,PD,producţie repetitivă"
SG224,4,"SEMI224,MTO,PD,subansamblu"
SG22,4,"SEMI22,PD,fictiv"
SG23,4,"SEMI23,PD,subcontractare"
SG24,4,"SEMI24,PD,FIFO lot"
FG226,4,"FIN226,MTO,PD,info lot"
TG11,4,"Produse com.11,PD,comerţ normal"
FG29,4,"FIN29,MTS-PI,PD,dată expirare lot"
SP001,4,Rulment
SP002,4,Cuplare
SP004,4,Garnituri de etanşare 1 mm
SP006,4,Roată dinţată cilindrică IS651
FG233,4,"FERT 233, PD, fabricaţie de serie"
SF-FL-COMB,4,Model stivuitor bază combustie
SF-FL-ELECTRIC,4,Model stivuitor bază electrică
SF-FL-CWEIGHT,4,Placă contragreutate stivuitor
SF-FL-TIRE-CUSH,4,Pneuri cu pernă stivuitor
SF-FL-TIRE-PNEU,4,Pneuri pneumatice stivuitor
FG-FL-MV-V00,4,Stivuitor - variantă material
RMPI001,4,Intrare 1 (APĂ)
RMPI002,4,Intrare 2 (AGENT 2).
RMPI003,4,Intrare 3 (AGENT 3)
RMPI004,4,Intrare 4 (AGENT 4)
RMPI005,4,Intrare 5 (culoarea albastru)
EWMS4-50,4,"FIN50,mişcare rapidă"
EWMS4-502,4,"RAW502,mişcare rapidă"
EWMS4-503,4,"RAW503,mişcare rapidă"
EWMS4-601,4,"RAW601,mişcare rapidă"
S-201,4,"SEMI201,MTS,D1,subansamblu"
FG-FL-MV-V01,4,Stivuitor - variantă material 1
FG-FL-MV-V02,4,Stivuitor - variantă material 2
S-208,4,"SEMI208,MTS,PD,Subansamblu"
S-210,4,"SEMI210,MTS,PD,Subansamblu"
S-310,4,"SEM310,MTS,PD,Subansamblu"
S-315,4,"SEM315,MTS,PD,Subansamblu"
FGIPD001,4,Loc
SG-CFP,4,Pompă centrifugală
SG-CFP-ADAPTER,4,Adaptor
SG-CFP-B-BRNG,4,Rulment cu bile
SG-CFP-CON_BK,4,Parte posterioară conector
SG-CFP-CON_BX_CVR,4,Capac cutie conector
SG-CFP-COUPLER,4,Cuplaj
SG-CFP-HARNESS,4,Atelaj
SG-CFP-HOUSING,4,Carcasă pompă
SG-CFP-INBRD_CVR,4,Acoperire internă
SG-CFP-SEAL,4,Etanşare
SG1_CP,4,"CP-SG1, arbore"
SDBOMERLAHD,4,SD LDM antet ERLA
SDBOMERLAIT01,4,SD LDM ERLA Poziţie01
SDBOMERLAIT02,4,SD LDM ERLA Poziţie02
SDBOMLUMFHD,4,SD LDM antet LUMF
SDBOMLUMFIT01,4,SD LDM LUMF Poziţie01
SDBOMLUMFIT02,4,SD LDM LUMF Poziţie02
FGME01,4,"FIN01, MTS, integrare ME, A"
FGME02,4,"FIN02, MTS, integrare ME, A"
SGME01,4,"SEMI01, MTS, integrare ME, A"
SGME02,4,"SEMI02, MTS, integrare ME, A"
RMME16,4,"RAW16, MTS, integrare ME, B"
SGME03,4,"SEMI03, MTS, integrare ME, B"
SGME04,4,"SEMI04, MTS, integrare ME, B"
FG2_CP,4,"CP-FG2, tuş îmbuteliat,15 ml"
SG2_CP,4,"CP-SG2, tuş îmbuteliat"
SG-WPM-ELEC-PLUG,4,Mufă electrică
SG-WPM-GEAR-HSNG,4,Carter
SG-WPM-MOTOR-HSG,4,Carcasă motor
SG-WPM-RING-GEAR,4,Volantă
SG-WPR-MOTOR,4,Motor ştergător
SG2200,4,"SEMI2200,MTS-PI,PD,CuCoprodusŞiProdSec"
SG1010,4,"SEMI1010, PD, material siloz cu lot"
FG29-1,4,"FIN29-1,MTS-PI, cu material siloz"
FG6500,4,"FIN6500, PI, PD, mat.rezervor rulotă"
ZCART01,4,"Produse com.11,PD,comerţ normal"
ZTRAY01,4,"Produse com.11,PD,comerţ normal"
ZPRINTER01,4,"Produse com.11,PD,comerţ normal"
SG234,4,"SEMI234,PD,KANBAN, MTS"
SGJIT01,4,"SEMI01, JIT, fabricaţie de serie"
SGJIT02,4,"SEMI02, JIT, fabricație de serie"
SG8100,4,"SEMI8100, PD, coprodus, preţ FIX"
FG227,4,"FIN228,MTO,PD,Batch-Fifo"
FG3_CP,4,"CP-FG1, arbore cu rulmenţi"
SG3_CP,4,"CP-SG1, arbore"
RMPC07,4,PMA brut 07
RMPC08,4,PMA brut 08
SGPCSVT01,4,Semi SVT 01
SG30,4,"SEM30,PD,PP"
SGJIT02-SERIALIZED,4,"MATERIAL SERIALIZAT, JIT"
FG202,4,Produse finite FG202
FG228,1,FIN228，MTO，PD，先进先出
FG228,2,"FIN228,MTO,PD,Fifo"
FG228,4,"FIN228,MTO,PD,Fifo"
AVC_RBT_ROBOTS,1,机器人基本单元
AVC_RBT_ROBOTS,2,หน่วยพื้นฐานของหุ่นยนต์
AVC_RBT_ROBO,1,机器人基本单元
AVC_RBT_ROBO,2,หน่วยพื้นฐานของหุ่นยนต์
SG2_CP,2,"CP-SG2, หมึกบรรจุขวด"
FG2_CP,2,"CP-FG2, หมึกบรรจุขวด, 15 มล."
AVC_RB_ROBOTS,1,机器人基本单元
AVC_RB_ROBOTS,2,หน่วยพื้นฐานของหุ่นยนต์
AVC_RB_ROBOTICS,1,机器人基本单元
AVC_RB_ROBOTICS,2,หน่วยพื้นฐานของหุ่นยนต์
D2O_09077205423_C,1,带传感器和过滤器的支撑架
D2O_09077205423_C,2,ขาตั้งค้ำยันที่มีเซนเซอร์และฟิลเตอร์
SOM_MSU_CLD_INFRA,2,Cloud Infrastructure แบบหลายระดับ
SOM_MSU_CLD_INFRA,4,Infrastructură cloud pe niveluri multip.
SOM_MSU_WL_VM,2,ปริมางาน - เครื่องเสมือน
SOM_MSU_WL_VM,4,Încărcare de lucru - mașină virtuală
SOM_SCR_CLD_STR,2,ที่จัดเก็บการสมัครใช้บริการบน Cloud
SOM_SCR_CLD_STR,4,Depozitare abonament cloud
SOM_SCR_VM_INST_GP,2,อินสแตนซ์ VM - วัตถุประสงค์ทั่วไป
SOM_SCR_VM_INST_GP,4,Instanță VM - scop general
SOM_SCR_VM_INST_SO,2,อินสแตนซ์ VM-เพิ่มประสิทธิภาพการจัดเก็บ
SOM_SCR_VM_INST_SO,4,Instanță VM - depozitare optimizată
SOM_SCR_WL_BR_MTL,2,ปริมาณงาน - แบบ Bare Metal
SOM_SCR_WL_BR_MTL,4,Încărcare de lucru - Bare metal
FG1_DS,1,FG1-DS，待滚动轴承的轴
FG1_DS,2,"FG1-DS, เพลาที่มีตลับลูกปืน"
RM1_DS,1,RM1-DS，钢板
RM1_DS,2,"RM1-DS, เหล็ก"
RM2_DS,1,RM1-DS，钢板
RM2_DS,2,"RM1-DS, เหล็ก"
SG1_DS,2,"SG1-DS, เพลา"
SG1_DS,4,"SG1-DS, arbore"
FG2_DS,1,FIN FG2_DS，MTO
FG2_DS,2,"FIN FG2 _DS , MTO"
FG2_DS,4,"FIN FG2 _DS , MTO"
RM3_DS,1,RAW RM3_DS
RM3_DS,2,RAW RM3_DS
RM4_DS,1,RAW RM4_DS
RM4_DS,2,RAW RM4_DS
SG2_DS,2,SEMI SG2_DS
SG2_DS,4,SEMI SG2_DS
CSSRV_01,Q,Služba
SG124,1,SEMI124，PD，子装配
SG21,1,SEMI21，PD，重复制造
SG224,1,SEMI224，MTO，PD，子装配
SG22,1,SEMI22，PD，虚拟
SG23,1,SEMI23，PD，转包
SG24,1,SEMI24，PD，批次先进先出
SG25,1,SEMI25，PD，外部采购
FG126,1,"FIN126,MTS-DI,PD,序列号"
TG11,1,贸易货物 11，PD，地区贸易
SP001,1,轴承
SP002,1,联轴器
SP003,1,轴
SP004,1,密封垫 1mm
SP005,1,机械轴封
SP006,1,正齿轮 IS651
SG233,1,SEMI233，PD，KANBAN，REM
SG29,1,"SEM29,PD,QM"
SF-FL-COMB,1,叉车基础燃烧模型
SF-FL-ELECTRIC,1,叉车基础电气模型
SF-FL-CWEIGHT,1,叉车配重盘
SF-FL-TIRE-CUSH,1,叉车实心轮胎
SF-FL-TIRE-PNEU,1,叉车充气轮胎
RMPI001,1,投入 1（水）
RMPI002,1,投入 2（药剂 2）
RMPI003,1,投入 3（药剂 3）
RMPI004,1,投入 4（药剂 4）
RMPI005,1,投入 5（蓝色）
SGPI001,1,产出 1
S-201,1,"SEMI201,MTS,D1,子装配"
S-202,1,"SEMI202,MTS,D1"
S-301,1,"SEMI301,MTS,PD,子装配"
SG27,1,"SEMI27,PD,转包"
SF-FL-FORKSEAT-VXX,1,叉车座椅类型 (HALB)
S-203,1,"SEMI203,D1"
S-208,1,"SEMI208,MTS,PD,子装配"
S-210,1,"SEMI210,MTS,PD,子装配"
S-310,1,"SEM310,MTS,PD,子装配"
S-315,1,"SEM315,MTS,PD,子装配"
SWNIPD001,1,ARM 软件 1
