ISTAT,SPRAS,TXT04,TXT30
IFO04,1,IP,处理中
IFO05,1,OPEN,未清
IFO07,1,CLSD,已结算
IFO09,1,VLDT,已确认
IFO11,1,Test,处理中
IHU03,1,GI,已过帐发货
I2101,1,PLAN,Planned
I2102,1,APPL,Requested
I2103,1,RELE,Released by Material Owner
I2106,1,DELP,Flagged for Deletion
I2107,1,DELA,Deletion Requested
I2111,1,APLA,Planned
I2112,1,AAPP,Requested
I2121,1,DPLA,Planned
I2122,1,DAPP,Requested
I2123,1,DREL,Released by Material Owner
I2126,1,DDLP,Flagged for Deletion
I2127,1,DDLA,Deletion Requested
I2131,1,EPLA,Planned
I2132,1,EAPP,Requested
I2133,1,EREL,Released by Material Owner
I2136,1,EDLP,Flagged for Deletion
I2137,1,EDLA,Deletion Requested
I2141,1,FPLA,Planned
I2142,1,FAPP,Requested
I2143,1,FREL,Released by Material Owner
I2146,1,FDLP,Flagged for Deletion
I2147,1,FDLA,Deletion Requested
I2151,1,GPLA,Planned
I2152,1,GAPP,Requested
I2161,1,HPLA,Planned
I2162,1,HAPP,Requested
I2165,1,HACT,Active
I1519,1,MvtC,重新使用的订单
I1704,1,ARCH,待归档
I1707,1,GRNT,已获准的批准
I1708,1,REJC,审批被拒绝
I1711,1,NRLV,不相关
I1720,1,FREP,标记为传输
I1721,1,TREP,待传输
I1722,1,REPL,已传输
I1723,1,REPI,未正确传输
I1724,1,RPNC,数据传输不是最近的
I1725,1,APCL,审批已完成
I1726,1,APCA,审批已取消
I1728,1,RSOS,单步角色人员配备
I1729,1,RSPP,准备招收员工
I1730,1,RSIP,正在招收员工
I1731,1,RSFN,招聘已完成
I1732,1,STAF,人员配备处理中 - 轻松模式
I1733,1,TOAS,分配
I1735,1,PASS,已部分分配
I1771,1,1771,已建议的
I1773,1,1773,准备检查
I1777,1,ECNL,提早已取消
I1800,1,AM00,正在创建
I1805,1,AM05,将被归档
I1814,1,AM14,已完成的下载
I1826,1,AM25,提供的完成签名
I1827,1,AM26,完成的部分签名
I1906,1,SDVC,待检查可更改复制
I1907,1,SDVY,已检查复制 - 确定
I1908,1,SDVN,已检查复制 - 不确定
I2205,1,ARCV,要归档
I3909,1,RGBE,返回车辆
I3910,1,AUFE,已创建的订单
I4444,1,FHNC,来自新创建的历史
I0193,R,ЕОПР,ЕО присвоена
I4446,1,BMP,基本维护处理
I0193,S,UAAs,Unidad manipulación asignada
I5500,1,CLCR,理赔已创建
I5502,1,ACCC,设置合同锁
I5503,1,UCCR,已请求移除合同锁
I5506,1,BEDE,保险利益已确定
I5507,1,FORE,基金订单已请求
I5508,1,FOCO,基金订单已确认
I5512,1,BCCR,已请求撤消合同改造
I5513,1,BCCC,已确认撤消合同改造
I5514,1,CLCL,理赔已关闭
I5515,1,CLRE,理赔已拒绝
I5516,1,CLLR,不要自动锁定合同
I5519,1,CLRV,理赔已撤消
I5520,1,FOSR,基金订单冲销已请求
I5521,1,FOSC,基金订单冲销已确认
I5614,1,GMPR,建议
I5615,1,GMAP,应用程序
I5616,1,GMAW,奖品
I5617,1,GMCL,关账
I5618,1,GMCX,已结帐
I6000,1,Rcp0,正在处理
I6004,1,Rcp4,范围审批
I7100,1,NEWO,新/正在处理
I7201,1,NEW,新建
I7202,1,Act,激活
I7204,1,CHK,用于检查
I7300,1,NEWR,ECR 可处理
I8001,1,CREA,新 IP-数据
I8003,1,CGMN,系统状态 : 手工更改
I8004,1,INPR,系统状态 : 进程中
I8005,1,CMTD,系统状态 : 完成
I8007,1,HOLD,系统状态 : 持有
I8008,1,CBEX,CM: 展开基线
I8009,1,CMOB,CM: 过期基线
I8010,1,CMBG,CM: 背景处理
I8011,1,MEBS,MEB-已控制
I8012,1,ORCR,MEB 创建的订单
I8013,1,OCRR,需要的订单创建
I8014,1,TBUS,要被使用
I8015,1,MDCI,主数据创建初始化
I8016,1,MDCU,主数据被创建 / 更新
I8017,1,MDFL,主数据创建失败
I8018,1,NUSD,没有使用
I8019,1,BLFA,设置归档标识
I8023,1,DFRD,递延的
I8024,1,COCE,完成已验证
I8025,1,CPCE,完成已部分验证
I8026,1,MDRQ,要求创建计量凭证
I0193,T,EHUZ,Taşıma birimi tayin edildi
I8503,1,XR03,释放测试
I8506,1,XR06,为归档而标记
I8521,1,XR21,已放弃
I8540,1,XR40,当前签名处理
I8802,1,UPSV,已保存
I0458,Q,ZRUŠ,Zrušené
IDQP9,O,DQP9,/
IDQS0,O,DQS0,/
I8810,1,UPIN,部分过帐
I8827,1,CKIN,登记
I8828,1,LOST,装载已开始
I8829,1,LOPF,装载部分完成
I8830,1,LOCM,装载完成
I8831,1,ULST,卸载已开始
I8832,1,ULPF,卸载部分已完成
I8833,1,ULCO,卸载完成
I8834,1,MVPR,移动处理
I8835,1,WEPR,重量处理
I8905,1,lega,有效激活
I8907,1,calc,计算相关
I8913,1,liqi,清算中
I8918,1,RELF,释放已禁止
IADHA,1,ADHA,已录取
IADHB,1,ADHB,已撤销
IADHC,1,ADHC,已延期
IADHE,1,ADHE,部分提供入学邀请
IBI01,1,BP01,入库冻结
IBI02,1,BP02,锁定出库
IBI05,1,BB01,散装存储锁定
IBOS1,1,CRE,已创建服务录入单
IBOS3,1,CANL,已删除服务录入单
ICC09,1,CCAL,结算自动锁定
ICC10,1,CCRA,已申请批准
ICC11,1,CCDA,已拒绝批准
ICC13,1,CCRE,已拒绝批准结算
ICL07,1,CL07,供审批
ICL08,1,CL08,已过账
ICO01,1,init,已启动
ICO02,1,appr,批准中
ICO03,1,retd,已返回
ICO06,1,delv,已交货
ICO08,1,mach,匹配
ICO11,1,acaw,等待确认
ICO14,1,ivld,无效日期
ICO15,1,rere,接收的渠道响应
IDQS1,O,DQS1,/
IDQS2,O,DQS2,/
IDQS9,O,DQS9,/
IDRC0,O,DRC0,/
IDRC1,O,DRC1,/
IDRC9,O,DRC9,/
IDRD0,O,DRD0,/
IDRD1,O,DRD1,/
IDRD4,O,DRD4,Ikke funnet
IDRD5,O,DRD5,Funnet ugyldig
IDRD6,O,DRD6,Gyldig (manuell)
IDRD9,O,DRD9,Funnet gyldig
IDSD0,O,DSD0,/
IDSD1,O,DSD1,/
IDSD2,O,DSD2,/
IDSD9,O,DSD9,/
IDSH1,O,DSH1,Ikke klar
IDSH9,O,DSH9,Klar
IDSL0,O,DSL0,/
IDSL1,O,DSL1,/
IDSL6,O,DSL6,"OK, manuell"
IDSL8,O,DSL8,Ikke OK
IDSL9,O,DSL9,"Kontrollert, OK"
IDSP0,O,DSP0,/
IDSP1,O,DSP1,/
IDSP2,O,DSP2,/
IDSR-,O,DSR-,/
IDSRX,O,DSRX,/
IDST0,O,DST0,/
IDST1,O,DST1,/
IDST2,O,DST2,/
IDTDF,O,DTDF,Fiksert
IDSP9,O,DSP9,/
IDST9,O,DST9,/
IDTD0,O,DTD0,/
IDTD1,O,DTD1,/
IDTDI,O,DTDI,Utestående: Klar for lagerbeh.
IDTDM,O,DTDM,Manuelt fiksert
IDTDP,O,DTDP,Planlagt
IDTDR,O,DTDR,Fiksert: Klar for lagerbeh.
IDTL0,O,DTL0,/
IDTL1,O,DTL1,/
IDTL6,O,DTL6,"OK, manuell"
IDTL8,O,DTL8,Ikke OK
IDTL9,O,DTL9,"Kontrollert, OK"
IDTR1,O,DTR1,Underveis
IDTR3,O,DTR3,Registrert i opplagsplass
IDTU0,O,DTU0,/
IDTU1,O,DTU1,/
IDTU2,O,DTU2,/
IDTU9,O,DTU9,/
IDUD0,O,DUD0,/
IDUD1,O,DUD1,/
IDUD2,O,DUD2,/
IDUD9,O,DUD9,/
IDUN0,O,DUN0,/
IDUN1,O,DUN1,/
IDUN2,O,DUN2,/
IDUN9,O,DUN9,/
IDVA1,O,DVA1,/
IDVA4,O,DVA4,Med feil
IDVA5,O,DVA5,Avvist
IDVA9,O,DVA9,/
IDVEA,O,DVEA,Aktiv
IDVED,O,DVED,Inaktiv
IDVEN,O,DVEN,Aktiv (inakt. ver. finnes)
IDVQ0,O,DVQ0,/
IDVQ1,O,DVQ1,/
IDVQ2,O,DVQ2,/
IDVQ9,O,DVQ9,/
IDWA0,O,DWA0,/
IDWA1,O,DWA1,/
IDWA2,O,DWA2,/
IDWA9,O,DWA9,/
IDWB-,O,DWB-,/
IDWBX,O,DWBX,/
IDWC-,O,DWC-,/
IDWCX,O,DWCX,/
IDWD0,O,DWD0,/
IDWD1,O,DWD1,/
IDWD2,O,DWD2,/
IDWD9,O,DWD9,/
IDWE-,O,DWE-,/
IDWEX,O,DWEX,/
IDWG-,O,DWG-,/
IDWGX,O,DWGX,/
IDWI0,O,DWI0,/
IDWI1,O,DWI1,/
IDWI2,O,DWI2,/
IDWI9,O,DWI9,/
IDWL0,O,DWL0,/
IDWL1,O,DWL1,Åpen
IDWL9,O,DWL9,/
IDWM1,O,DWM1,/
IDWM2,O,DWM2,Planlagt
IDWM9,O,DWM9,/
IDWN0,O,DWN0,/
IDWN1,O,DWN1,Til kontroll
IDWN8,O,DWN8,Tollinspeksjon
IDWN9,O,DWN9,Frigitt
IDWP0,O,DWP0,/
IDWP1,O,DWP1,/
IDWP2,O,DWP2,/
IDWP9,O,DWP9,/
IDWS0,O,DWS0,/
IDWS1,O,DWS1,For kontroll
IDWS9,O,DWS9,Frigitt
IDWV0,O,DWV0,/
IDWV1,O,DWV1,Relevant
IDWV2,O,DWV2,/
IDWV8,O,DWV8,Ufullstendig avsluttet
IDWV9,O,DWV9,/
IDYD1,O,DYD1,/
IFC01,1,FC01,已启动场景设置
IFC02,1,FC02,已启动数据采集
IFC03,1,FC03,已完成数据采集
IFC07,1,FC07,正在计算
IFC08,1,FC08,计算错误
IFC13,1,FC13,已提交供批准
IFO01,1,DRFT,草稿
IFO02,1,REVW,检查
IFO03,1,REWK,返工
IFO06,1,RSLV,已解决的
IFO08,1,REAS,重新评估
IFO10,1,SBMT,已提交
IFO12,1,ATCL,自动结算的
I0459,Q,ZAÚČ,Zaúčtované
IHU02,1,PORT,在库存
I0462,Q,SPPR,Spracovanie prerušené
I0494,Q,CHM,Chybné meranie
I1810,1,AM10,删除标志
I6200,1,TMPL,允许作为模板
I1022,B,FREE,מאושר
I1032,B,CANC,נדחה
I1121,B,LCK,נעול
I1122,B,איש.,מאושר
I1124,B,CNC,נדחה
I1141,B,גיר.,משוחרר
I1324,B,COBS,מיושן
I1385,B,CAPR,אושר
I1386,B,CREJ,נדחה
I1440,B,GCAN,מבוטל
I1558,B,איש.,מאושר
I1588,B,DFWA,זרימת החלטה הוקצתה
I1589,B,SSPA,תוכנית שירות סוציאלי מוקצית
I1590,B,EDTP,קביעת זכאות
I1591,B,EATP,התאמת זכאות
I1593,B,RDTP,קביעת הפחתה
I1596,B,REDI,פריט הפחתה
I1597,B,REDH,החלטת הפחתה
I1598,B,DDET,נקבע ניכוי
I1599,B,DDTP,קביעת ניכוי
I1600,B,אפש.,אפשרות
I1601,B,IPHB,Holdback
I1603,B,SIVA,חתימה תקיפה
I1604,B,SIIN,חתימה תקפה
I1605,B,PDET,בקשת תשלום נקבעה
I1606,B,PDTP,בקשת תשלום נקבעה
I1615,B,REQI,פריט שניתן לבקש
I1616,B,RELQ,שוחרר (בקשת תשלום)
I1617,B,REJQ,נדחה (בקשת תשלום)
I1621,B,RELU,משוחרר (תוכנית ניכויים סוציא.)
I1622,B,REJU,נדחה (תוכנית ניכויים סוציאלי.)
I1625,B,חהמנ,חישוב של הפעלה מסיבית נכשל
I1626,B,דהממ,דרישת הפעלה מחדש של הפעלה.מס.
I1640,B,PREV,בקשת תשלום בוטלה
I1674,B,נ.ת.,נשלל תוקפו
I1680,B,AUFT,סוג עמלה אוטומטי (ניהול חוב)
I1681,B,MAFT,סוג עמלה ידני (ניהול חוב)
I1682,B,AUAM,סכום עמלה אוטומטי (ניהול חוב)
I1683,B,MAAM,סכום עמלה ידני (ניהול חוב)
I1684,B,BIRE,רלוונטי לחיוב (ניהול חוב)
I1685,B,DMBI,חויב (ניהול חוב)
I1686,B,RERE,רלוונטי לסטורנו (ניהול חוב)
I1687,B,DMRE,בוצעה פעולת סטורנו (ניהול חוב)
I1688,B,DMOB,מיושן (ניהול חוב)
I1689,B,FCDE,מטבע עמלה נקבע (ניהול חוב)
I1690,B,AAMC,סכום אוטומטי חושב
I1780,B,הסת.,ICM מוסתר
I1902,B,WTFX,ערבות קבועה
I1930,B,NORQ,הודעה נדרשה
I2245,B,WTFC,ממתין לסיום
I2300,B,IT00,חוזה התקבל
I2301,B,IT01,בהפעלה
I2302,B,IT02,הפעלה כשלה
I2303,B,IT03,מיועד להפצה ב-XI
I2304,B,IT04,בהפצה דרך XI
I2305,B,IT05,הפצת XI הצליחה
I2306,B,IT06,הפצת XI נכשלה
I2307,B,IT07,הפצה שעוכבה באמצעות XI
I2309,B,IT09,זרימת העבודה התחילה
I2310,B,ITOF,הועתק בחוזה
I2311,B,ITCP,"ההזמנה שונתה, עבור העתקה"
I2313,B,ITAC,פעילות טכנית
I2314,B,ITLT,פרוסת זמן חוזה אחרונה
I2315,B,ITSC,בקשה לשינוי שירות
I2316,B,ITDL,סוכן: פריט עם לוגיקת אספקה
I2320,B,ITB0,התחלת TS של הפצה שעוכבה - XI
I2321,B,ITB1,הפצה בהתחלת TS - XI
I2322,B,ITB2,בהפצה בהתחלת TS - XI
I2323,B,ITB3,הפצת XI בהתחלת TS הצליחה
I2324,B,ITB4,הפצת XI בהתחלת TS נכשלה
I2325,B,ITE0,סיום TS של הפצה שעוכבה - XI
I2326,B,ITE1,הפצה בסיום TS - XI
I2327,B,ITE2,בהפצה בסיום TS - XI
I2328,B,ITE3,הפצת XI סיום TS הצליחה
I2329,B,ITE4,סיום TS הפצה XI נכשל
I2331,B,ITS1,להפצה עקב שינוי שירות
I2332,B,ITS2,בהפצה עקב לשינוי שירות
I2333,B,ITS3,הפצת שינוי שירות הצליחה
I2334,B,ITS4,הפצת שינוי שירות נכשלה
I2335,B,ITB5,התחלת TS של הפצה מתקדמת  - XI
I2336,B,ITB6,בהתחלת TS של הפצה מתקדמת
I2337,B,IT20,בשלב מקדים להפעלה
I2338,B,ITM1,הפעלת פרט ראשי החלה
I2339,B,ITM2,הפעלת פריט ראשי נסג. עם שגיאות
I2340,B,ITM3,פריט ראשי פעיל נסגר
I2341,B,ITM4,MI ב-XI של התחלת TS הפצה
I2342,B,ITM5,הפצת MI נסגרה עם שגיאות TSStr
I2343,B,ITM6,התחלת TS של הפצת MI שנסגרה
I2344,B,ITL1,הפצת נעילת שירות
I2345,B,ITCF,חוזי ספק הסתיימו
I2350,B,IT50,חלוקת עבודה בתהליך
I2351,B,IT51,חלוקת עבודה נכשלה
I2352,B,IT52,חלוקת עבודה הושלמה
I2355,B,ITC0,הפצת עדכון חוזה בתהליך
I2356,B,ITC1,הושלמה הפצת עדכון חוזה
I2357,B,ITC2,נכשלה הפצת עדכון חוזה
I2358,B,ITC3,החלה הפצת עדכון חוזה
I2360,B,ITFR,הקפאת תאריך
I2370,B,C301,הועבר להכנת חשבונית מסכמת
I2371,B,C302,ביט.העב.אל הנפ.מאחד.של חשבונית
I2390,B,CRPA,CRP: בוטל/הוסר
I2400,B,UCNC,חוזה IS-U סטורנו
I2401,B,UAPL,הפעלה תוזמנה
I2402,B,UACA,בהפעלה
I2403,B,UAAC,הפעלה נתקבלה
I2404,B,UARJ,הפעלה נדחתה
I2405,B,UACN,הפעלה סטורנו
I2406,B,UDCN,ביטול הפעלה תוזמן
I2407,B,UDCA,בביטול הפעלה
I2408,B,UDAC,ביטול הפעלה נתקבל
I2413,B,UWMO,המתנה עבור סוף האספקה
I2414,B,UFMO,הסתיים עקב יציאה מאולצת
I2415,B,IUCM,הודעת ביטול נוצרה
I2416,B,IUCC,הודעת ביטול סיום אספקה נוצרה
I2417,B,IUIN,לא שלמה
I2418,B,IUPI,חבילת מכירות אינה פעילה
I2419,B,IUQP,POD לא מועתק ל-ERP
I2431,B,UCTD,יחושב
I2432,B,UCID,בחישוב
I2433,B,UCCS,לחישוב - תת פריט
I2601,B,IXBD,סוגי הודעת ISX הוגדרו
I3010,B,UBBD,חוזה חדש
I3011,B,UBBC,חוזה מופעל
I3012,B,TBCP,הופסק באמצעות תהליך שינוי
I3013,B,TBCP,הפסק באמצעות תהליך שינוי
I3015,B,URFI,רלוונטי לאיסוף נתונים
I3031,B,UTRM,חוזה הופסק
I3033,B,WPPC,ממתין לשינוי תקופת Pool
I3035,B,UTRT,הפסק חוזה
I3046,B,USLA,שינוי של SLA
I3047,B,UCQT,שינוי של כמות/ערך
I8820,B,OREQ,דרישת רכישה OLTP נוצרה
I8821,B,ORDR,הוראת רכישה OLTP נוצרה
I8822,B,DLVP,OLTP נשלחה באופן חלקי
I8823,B,DLVC,OLTP נשלחה באופן מלא
I8824,B,RSRV,הזמנת OLTP נוצרה
I8849,B,IDLC,OLTP: אספקה נכנסת נוצרה
I8850,B,RSCP,הזמנת OLTP הושלמה
I8851,B,POCP,הזמנת רכישה OLTP הושלמה
I8852,B,PRCP,הזמנת רכישה OLTP הושלמה
I8853,B,RSPA,הזמנת OLTP הושלמה באופן חלקי
I8854,B,PACO,OLTP אושרה באופן חלקי
I8855,B,COCO,OLTP אושרה באופן מלא
I8856,B,PAOR,OLTP הוזמנה באופן חלקי
I8857,B,COOR,OLTP הוזמנה באופן מלא
I8865,B,CPWN,הזדמנות מתחרה שהצליחה
ICL05,C,CL05,Označení k výmazu nastaveno
ICHA3,A,CHA3,مرفوض
I1640,D,PREV,Zahlungsanforderung storniert
I1640,E,PREV,Payment Request Reversed
ICRQC,F,CRQC,En cours de migration
I1906,8,SDVC,Змінюв.копію необхід.перевір.
IDYD2,O,DYD2,/
IDYD9,O,DYD9,/
ISTM-,O,STM-,Nei
ISTM1,O,STM1,Ikke startet
IDWVC,O,DWVC,Opprettet
IDYD0,O,DYD0,/
ISTM0,O,STM0,Ikke relevant
ISTM2,O,STM2,Delvis fullført
ISTM9,O,STM9,Fullført
ISTMX,O,STMX,Ja
I0672,O,LBF,Løpende kostn.beregn. med feil
I0673,O,LBU,Løpende kostnadsberegn. utført
I1158,O,QAPP,Godta tilbudsgodkjenning
I1159,O,QARJ,Tilbudsgodkjenning er avvist
I1607,O,FKUS,Er firmakodeuavh. serviceordre
I1608,O,FUBF,Firmakodeuavhengig beh.feil
I1609,O,FUBR,Firmakodeuavh. beh.resultat
I1212,2,DPRC,การส่งมอบที่ค้างอยู่
I0495,Q,ŽMER,Žiadne meranie
I0496,Q,ČMER,Čiast.meranie
I8872,O,UPS2,XXX
I8873,O,UPS3,XXX
I8874,O,UPS4,XXX
I8875,O,UPS5,XXX
I8876,O,UPS6,XXX
I8877,O,UPS7,XXX
IDBU0,O,DBU0,/
I8878,O,UPS8,XXX
I8879,O,UPS9,XXX
IDBU1,O,DBU1,/
IDBU2,O,DBU2,/
IDBU9,O,DBU9,/
I0004,U,PNIS,Puuttuva nimike
I0006,U,KARV,Arvioidut kustannukset
IDACX,U,DACX,/
I0003,U,PKAP,Kapasiteetin puute
I0005,U,SAAT,Saatavuustarkistus aktiivinen
I0014,U,JÄLA,Tuote laskettu
I0015,U,EISU,Ei päätetty
I0017,U,OTET,Luovutetut tavarat
I8808,U,UPER,Kirjausvirheitä
I8809,U,UPPO,Kirjattu
I8810,U,UPIN,Osittain kirjattu
IDAC-,U,DAC-,/
IDAD0,U,DAD0,/
IDAD1,U,DAD1,/
IDAD2,U,DAD2,/
IDAD9,U,DAD9,/
IDAR-,U,DAR-,/
IDARX,U,DARX,/
IDAS-,U,DAS-,/
IDASX,U,DAS,/
IDAV0,U,DAV0,/
IDAV1,U,DAV1,/
IDAV2,U,DAV2,Osittain vahvistettu
IDAV7,U,DAV7,Ylivahvistettu
IDAV9,U,DAV9,Vahvistettu
IDBC-,U,DBC-,/
IDBCX,U,DBCX,/
IDBD-,U,DBD-,/
IDBDX,U,DBDX,/
IDBG-,U,DBG-,/
IDBGX,U,DBGX,/
IDBOX,U,DBOX,/
IDBS-,U,DBS-,/
IDBO-,U,DBO-,/
IDBP-,U,DBP-,/
IDBPX,U,DBPX,/
IDBSX,U,DBSX,/
IDBT-,U,DBT-,/
IDBTX,U,DBTX,/
IDBV-,U,DBV-,/
IDBVX,U,DBVX,/
IDBW-,U,DBW-,/
IDBWX,U,DBWX,/
IDCA0,U,DCA0,/
IDCA1,U,DCA1,/
IDCA2,U,DCA2,/
IDCA9,U,DCA9,/
IDCC0,U,DCC0,/
IDCC1,U,DCC1,/
IDCC2,U,DCC2,/
IDCC9,U,DCC9,/
IDCM-,U,DCM-,/
IDCMX,U,DCMX,/
IDCO0,U,DCO0,/
IDCO1,U,DCO1,/
IDCO9,U,DCO9,/
IDCS0,U,DCS0,/
IDCS1,U,DCS1,/
IDCS2,U,DCS2,/
IDCS9,U,DCS9,/
IDDC0,U,DDC0,/
IDDC1,U,DDC1,/
IDDC2,U,DDC2,/
IDDC9,U,DDC9,/
IDDD0,U,DDD0,/
IDDD1,U,DDD1,/
IDDD2,U,DDD2,/
IDDD9,U,DDD9,/
IDDS0,U,DDS0,/
IDDS1,U,DDS1,Ei jaettu
IDDS2,U,DDS2,Osittain jaettu
IDDS9,U,DDS9,Jaettu
IDED0,U,DED0,/
IDED1,U,DED1,/
IDED2,U,DED2,/
IDED9,U,DED9,/
IDER0,U,DER0,/
IDER1,U,DER1,/
IDER2,U,DER2,/
IDER9,U,DER9,/
IDES0,U,DES0,/
IDES1,U,DES1,/
IDES2,U,DES2,/
IDES9,U,DES9,/
IDET0,U,DET0,/
IDET1,U,DET1,/
IDET2,U,DET2,/
IDET9,U,DET9,/
IDEU0,U,DEU0,/
IDEU1,U,DEU1,/
IDEU2,U,DEU2,/
IDEU9,U,DEU9,/
IDF15,U,DF15,Päätetty virheen kanssa
IDGD0,U,DGD0,/
IDGD1,U,DGD1,/
IDGD2,U,DGD2,/
IDGD9,U,DGD9,/
IDGE0,U,DGE0,/
IDGE2,U,DGE2,Käsiteltävänä
IDGE5,U,DGE5,Tekninen virhe
IDGE1,U,DGE1,/
IDGE6,U,DGE6,Vapautettu manuaalisesti
IDGE8,U,DGE8,"Tarkistettu, ei OK"
IDGE9,U,DGE9,"Tarkistettu, OK"
IDGI0,U,DGI0,/
IDGI1,U,DGI1,/
IDGI2,U,DGI2,/
IDGI5,U,DGI5,Peruutettu
IDGI9,U,DGI9,/
IDGL0,U,DGL0,/
IDGL1,U,DGL1,/
IDGL2,U,DGL2,Käsiteltävänä
IDGL5,U,DGL5,Tekninen virhe
IDGL6,U,DGL6,Vapautettu manuaalisesti
IDGL8,U,DGL8,"Tarkistettu, ei OK"
I7A04,V,A704,Slutgiltigt tillämpad
I7A05,V,A705,Applikation annullerad
I7A06,V,A706,Avbruten
ICHA3,B,CHA3,נדחה
I7A12,V,A707,Trigger pågår
I7A13,V,A708,Väntar på spot/IA
I7A14,V,A709,Begär spot/IA
I7A15,V,A710,Retur slutförd
I7A16,V,ACSC,Kassation
I7A17,V,ACSO,Utsåld
I7A18,V,ACSA,Kassation från tredjepartslev.
I7A19,V,ACLS,Utlagrad kassation
I7A20,V,A720,Slutg. använd/klar f. prisätt.
I1212,3,DPRC,전달 보류 중
I7C02,V,A712,Lagring
I7C03,V,A713,Utlastad
I7C04,V,A714,Annullerad
I7C05,V,A715,Tillämpad
I7C07,V,A716,Inlevererat
I7C08,V,A717,Brasil. väntar på faktura (CM)
I1212,5,DPRC,Dobava na čakanju
I7C10,V,ACSR,Kassation annullerad
I7D01,V,SINI,Initial
I7D02,V,SSUC,OK
I7D03,V,SERR,Fel
I7DP1,V,D701,Utkastschema
I7DP2,V,D702,Frisläppt schema
I7DP3,V,D703,Inaktiverat schema
I7DP5,V,D705,Tidplan utgått för kontrakt
I7F01,V,F701,Utkast
I7F02,V,F702,Inaktiv
I7F03,V,F703,Aktiv
I7L01,V,L701,Klar för avstämning
I7L02,V,L702,Avstämd
I7L03,V,L703,Avstämning annullerad
I7P03,V,SCRL,Frisläppt
I7R01,V,R701,Klar för tillämpning
I7R02,V,R702,Länkad t. VB-tillämpning dok.
I7R03,V,R703,Klar f. avräkn. intäktsredov.
I7R04,V,R704,Väntar på slutgiltig avräkning
I7R05,V,R705,Returtillämpning slutförd
I7S01,V,S701,Avräkning ej relevant
I7S02,V,S702,Klar för avräkning
ICHA3,C,CHA3,Zamítnuto
I7S04,V,S704,Slutgiltigt avräknad
I7S05,V,S705,Annullerad avräkning
I7S06,V,S706,Preliminär avräkn. annullerad
I7S07,V,S707,Slutgiltig avräkn. annullerad
I7S08,V,S708,Redovisad intäkt
I7S11,V,S711,Ej relevant f. lagringsavräkn.
I7S12,V,S712,Klar för lageravräkning
I7S13,V,S713,Lager mellanavräknat
I7S14,V,S714,Slutgiltigt lager avräknat
I7S15,V,AT09,Faktura annullerad
I7S51,V,SNEW,Skapad avräkning
I7S52,V,SEDT,Avräkningsredigering
I7S53,V,SRLS,Frisläppt avräkning
I7S54,V,SAPO,Godkänd avräkning
I7S55,V,SAIH,Avräkning håll faktura
I7S56,V,SINV,Fakturerad avräkning
I7S57,V,SREV,Annullerad avräkning
I7S58,V,SCNC,Avbruten avräkning
I7S59,V,SBHI,Brasil. avräkning håll faktura
I7S60,V,SACC,Avräkning avgränsad
I7S61,V,SICN,Faktura annullerad
I7TO1,V,T701,Utkastschema
I7TO2,V,T702,Planerad frisläppn.
I7TO3,V,T703,Planerad inaktiverad
I7U01,V,U701,Utkast
IDGT0,D,DGT0,/
I7U02,V,U702,Inaktuell
I7U03,V,U703,Delvis frisläppt
I7U05,V,U705,OF-bestämning initierad
I7U06,V,U706,OF-bestämning slutförd
I7U07,V,U707,OF-körning slutförd
I0292,d,FKTF,Greška pri obradi funkcije
I0293,d,RCKP,Potvrda s ličnim ID-om
I0302,d,ZUOD,Dodeljeno
I0297,d,PPOU,Ponov.postav.odluke o upotrebi
I0301,d,VOBJ,Podobjekat postoji
I0324,d,ODBR,Zasnovano na odobrenoj recept.
IDGL9,U,DGL9,"Tarkistettu, OK"
IDGO1,U,DGO1,/
IDGO2,U,DGO2,/
IDGO5,U,DGO5,Peruutettu
IDGO9,U,DGO9,/
IDGP0,U,DGP0,/
IDGP1,U,DGP1,/
IDGP2,U,DGP2,/
IDGP9,U,DGP9,/
IDGR0,U,DGR0,/
IDGR1,U,DGR1,/
IDGR2,U,DGR2,/
IDGR9,U,DGR9,/
IDGS0,U,DGS0,/
IDGS1,U,DGS1,/
IDGS2,U,DGS2,Käsiteltävänä
IDGS5,U,DGS5,Tekninen virhe
IDGS6,U,DGS6,Vapautettu manuaalisesti
I1688,1,DMOB,已作废 (DM)
I1689,1,FCDE,已确定费用货币 (DM)
I1690,1,AAMC,已计算自动金额
I1780,1,HIDE,ICM 隐藏
I1902,1,WTFX,固定担保
I1930,1,NORQ,需要通知
I2245,1,WTFC,等待完成
I2300,1,IT00,合同已接受
I2301,1,IT01,在激活中
I2302,1,IT02,激活失败
I2303,1,IT03,要通过 XI 分配
I2304,1,IT04,在通过 XI 的分配中
I2305,1,IT05,XI 分配成功
I2306,1,IT06,XI 分配失败
I2307,1,IT07,通过 XI 延迟分配
I2309,1,IT09,工作流开始
I2310,1,ITOF,在合同中复制
I2311,1,ITCP,已修改的订单，以复制
I2313,1,ITAC,技术活动
I2314,1,ITLT,上次合同时间片
I2315,1,ITSC,服务更改请求
I2316,1,ITDL,经销商：带交货逻辑的项目
I2320,1,ITB0,TS 开始延迟分销 (XI)
I2321,1,ITB1,TS 开始的分销 (XI)
I2322,1,ITB2,在 TS 开始的分销中 (XI)
I2323,1,ITB3,XI 分销 TS 开始成功
I2324,1,ITB4,XI 分销 TS 开始失败
I2325,1,ITE0,延迟分销 TS 结束 (XI)
